0	0	0
0.000201896	-0.0172124	0.670628
-0.0160556	-0.0288284	1.35103
-0.0399634	-0.033788	2.05362
-0.0704971	-0.0644471	2.76643
-0.0947814	-0.0709738	3.49274
-0.123876	-0.0716213	4.24577
-0.15614	-0.0825847	5.01297
-0.1791	-0.0999739	5.79936
-0.222505	-0.104799	6.59059
-0.299592	-0.119512	7.42666
-0.335057	-0.12592	8.24287
-0.360775	-0.138026	9.04148
-0.411807	-0.151071	9.87569
-0.453476	-0.15525	10.7149
-0.507613	-0.18376	11.564
-0.56532	-0.193823	12.4131
-0.59932	-0.222337	13.225
-0.62188	-0.253925	14.0349
-0.649139	-0.281142	14.8815
-0.710709	-0.286909	15.7894
-0.768831	-0.31077	16.6731
-0.82636	-0.339768	17.5716
-0.810287	-0.366485	18.399
-0.83337	-0.38238	19.2725
-0.848857	-0.388916	20.1529
-0.866988	-0.419834	21.0297
-0.891832	-0.440236	21.912
-0.932153	-0.472694	22.7779
-0.973809	-0.478782	23.6966
-0.987786	-0.509879	24.5422
-1.03302	-0.537164	25.4426
-1.07334	-0.546806	26.3562
-1.11998	-0.57515	27.2945
-1.14679	-0.600389	28.2247
-1.22617	-0.609292	29.1989
-1.28889	-0.612408	30.1668
-1.34258	-0.612278	31.123
-1.40309	-0.635062	32.0718
-1.48716	-0.644596	33.0488
-1.55364	-0.659238	34.0406
-1.62535	-0.65411	35.0089
-1.70385	-0.682509	35.9912
-1.78488	-0.700054	36.9888
-1.86762	-0.720776	37.9876
-1.98302	-0.72664	38.9844
-2.07875	-0.734104	39.9667
-2.15819	-0.737534	40.9579
-2.23451	-0.765576	41.9406
-2.31436	-0.784129	42.9421
-2.4916	-0.843621	44.0371
-2.59128	-0.878799	45.0444
-2.68582	-0.905062	46.0252
-2.7762	-0.914274	46.9656
-2.82659	-0.931707	47.8986
-2.88211	-0.956242	48.8374
-2.92289	-0.971159	49.7635
-2.98389	-0.991777	50.7086
-3.02416	-1.01936	51.6411
-3.09883	-1.02704	52.5941
-3.17022	-1.04315	53.5183
-3.24007	-1.05942	54.4483
-3.31085	-1.06153	55.3758
-3.39621	-1.07972	56.3213
-3.48999	-1.10111	57.2639
-3.5727	-1.12051	58.1672
-3.66304	-1.14916	59.0628
-3.76063	-1.17494	59.9609
-3.8562	-1.20126	60.8389
-3.93473	-1.23738	61.7214
-4.0709	-1.26643	62.6137
-4.16269	-1.29622	63.4587
-4.0774	-1.35901	64.1007
-4.07859	-1.36511	64.8461
-4.20731	-1.36343	65.6495
-4.27125	-1.35752	66.4287
-4.36885	-1.33994	67.2353
-4.46516	-1.32712	68.0226
-4.55604	-1.32411	68.7694
-4.63986	-1.31846	69.496
